School Code,School Name,School Address1,School Address2,School City,School Province,School Postal Code,School Phone
1755,Alpenglow Community School,1800 - 8th Avenue,,Canmore,AB,T1W1Y2,(403) 678-6192
1756,Mother Teresa Early Childhood Education Centre,5216 44 St,,Lloydminster,AB,T9V1R6,(780) 871-5944
1761,Charles Spencer High School,20 Knowledge Way,,Grande Prairie,AB,T8W2V9,(780) 513-3200
1762,East Lake School,325 Kinniburgh Boulevard,,Chestermere,AB,T1X0P4,(403) 248-1091
1763,C.W. Perry School,186 Sagewood Boulevard SW,,Airdrie,AB,T4B3A6,(587) 775-3523
1764,W.H. Croxford High School,2654 Chinook Winds Drive SW,,Airdrie,AB,T4B0J4,(587) 775-3521
1765,Walter & Gladys Hill Public School,3 - 301 Sparrow Hawk Drive,,Fort McMurray,AB,T9K1S5,(780) 743-3101
1766,Ecole Dansereau Meadows School,5907 Rue Eaglemont,,Beaumont,AB,T4X0X1,(780) 929-1928
1767,St. Kateri School,"1, 301 Sparrow Hawk Drive",,Fort McMurray,AB,T9K1S5,(780) 799-5700
1770,St. Mary’s Catholic School,P.O. Box 308,,Fort Vermilion,AB,T0H1N0,(780) 927-3706
1771,Penhold Crossing Secondary School,Box 40,,Penhold,AB,T0M1R0,(403) 866-8604
1772,Palliser Beyond Borders,#101 3305 18 Avenue North,,Lethbridge,AB,T1H5S1,
1773,Uplands Elementary School,145 Upland Boulevard,,Brooks,AB,T1R0R1,(403) 362-2660
1779,College Park School,2115 - 56 Ave,,Lloydminster,AB,T9V2W2,(780) 875-7518
1780,Battle River Summer School,"Suite 2,  4412 56 Street",,Camrose,AB,T4V5K4,(780) 672-2205
1781,Red Deer Catholic Online Summer School,"110, 2700 - 67 Street",,Red Deer,AB,T4P1C2,(403) 341-4423
1782,Ecole Secondaire Notre Dame Summer School,50 Lees Street, ,Red Deer,AB,T4R2P6,(403) 342-4800
1783,Ecole Barrie Wilson Elementary School,300 Timothy Drive,,Red Deer,AB,T4P0L1,(403) 348-0050
1784,Christ The King Academy,440 - 1st W.,,Brooks,AB,T1R1L7,(403) 362-8001
1785,Redcliff Mennonite Alternative Program,102 - 4 Street N.E.,,Redcliff,AB,T0J2P0,(403) 581-0853
1786,École Quatre-Saisons ,5505 Avenue Magasin,,Beaumont,AB,T4X1V8,(780) 929-1183
1787,School Within a College,100 College Blvd,,Red Deer,AB,T4N5H5,(403) 342-3300
1790,Dene Tha' Community School,P.O. Box 30,,Chateh,AB,T0H0S0,(780) 321-3940
1791,Upper Hay River School,P.O. Box 1740,,High Level,AB,T0H1Z0,(780) 535-2220
1792,Chief Tallcree School South,P.O. Box 310,,Fort Vermilion,AB,T0H1N0,(780) 927-3804
1793,Chief Tallcree School North,P.O. Box 310,,Ft. Vermilion,AB,T0H1N0,(780) 927-4381
1794,Sand Hills Elementary School,P.O. Box 59,,La Crete,AB,T0H2H0,(780) 928-3947
1796,Fairview College - Northern Region (GED),10901 - 93 Street,,High Level,AB,T0H1Z0,(780) 841-3600
1797,Rosenfeld School,P.O. Box 38,,Buffalo Head Prairie,AB,T0H4A0,(780) 926-6864
1798,Neuanlage School,P.O. Box 38,,Buffalo Head Prairie,AB,T0H4A0,(780) 926-6864
1799,Fairview College - La Crete,Box 368,,La Crete,AB,T0H2H0,(780) 928-2008
1800,Aurora Middle School,P.O. Box 780,,Lac La Biche,AB,T0A2C0,(780) 623-4129
1801,Anzac School,112 Christina Drive,,Anzac,AB,T0P1J0,(780) 334-2271
1802,Whitefish Lake First Nation School,Box 16,,Atikameg,AB,T0G0C0,(780) 767-3797
1803,Cadotte Lake School,General Delivery,,Cadotte Lake,AB,T0H0N0,(780) 629-3767
1804,Calling Lake School,P.O. Box 120,,Calling Lake,AB,T0G0K0,(780) 331-3774
1805,Chipewyan Lake School,Chipewyan Lake,"
Box 1290, Chipewyan Lake via",Wabasca,AB,T0G2K0,(780) 899-3770
1806,Conklin Community School,General Delivery,,Conklin,AB,T0P1H0,(780) 559-2228
1807,Mistassiniy School,P.O. Box 750,,Wabasca,AB,T0G2K0,(780) 891-3949
1808,Elizabeth Community School,P.O. Box 68,,Cold Lake,AB,T9M1P1,(780) 594-2017
1809,J F Dion School,General Delivery,,Fishing Lake,AB,T0A3G0,(780) 943-2348
1810,Athabasca Delta Community School,P.O. Box 59,,Fort Chipewyan,AB,T0P1B0,(780) 697-3933
1812,Fort McKay School,General Delivery,,Fort MacKay,AB,T0P1C0,(780) 828-4222
1815,Jean Baptiste Sewepagaham School,P. O. Box 270,,Fox Lake,AB,T0H1R0,(780) 659-3820
1816,Sister Gloria School,P.O. Box 90,,Garden River,AB,T0H4G0,(780) 659-3644
1817,Gift Lake School,P.O. Box 150,,Gift Lake,AB,T0G1B0,(780) 767-3935
1818,Grouard Northland School,P.O. Bag 2000,,Grouard,AB,T0G1C0,(780) 751-3772
1820,Father R Perin School,General Delivery,,Chard,AB,T0P1G0,(780) 559-2240
1821,John D'or Prairie School,P.O. Box 120,,John D'or Prairie,AB,T0H3X0,(780) 759-3772
1822,Dr Mary Jackson School,P.O. Box 54,,Keg River,AB,T0H2G0,(780) 981-2275
1823,Little Buffalo School,General Delivery,"
Little Buffalo via",Cadotte Lake,AB,T0H0N0,(780) 629-3950
1824,Clarence Jaycox School,P.O. Bag 4,,Red Earth Creek,AB,T0G1X0,(780) 649-2942
1825,Menno-Simons Community School,P.O. Bag 100,,Cleardale,AB,T0H3Y0,(780) 685-2340
1827,Paddle Prairie School,P.O. Box 40,,Paddle Prairie,AB,T0H2W0,(780) 981-2124
1828,Peerless Lake School,P.O. Box 30,,Peerless Lake,AB,T0G2W0,(780) 869-3830
1829,Pelican Mountain School,P.O. Box 720,,Wabasca,AB,T0G2K0,(780) 891-2442
1830,Susa Creek School,P.O. Box 150,,Grande Cache,AB,T0E0Y0,(780) 827-3366
1832,Kateri School,P.O. Box 40,,Trout Lake,AB,T0G2N0,(780) 869-3990
1833,Bishop Routhier School,P.O. Box 1410,"
Peavine Metis Setlement",High Prairie,AB,T0G1E0,(780) 523-2216
1834,St. Theresa School,P.O. Box 210,"
2753 Neewatin Drive",Wabasca,AB,T0G2K0,(780) 891-3833
1841,Dr Karl A Clark Elementary,8453 Franklin Avenue,,Fort McMurray,AB,T9H2J2,(780) 743-2444
1843,Beacon Hill School,210 Beacon Hill Drive,,Fort McMurray,AB,T9H2R1,(780) 743-8722
1844,Thickwood Heights School,96 Silin Forest Road,,Fort McMurray,AB,T9H3A1,(780) 743-8417
1845,Fort McMurray Composite High School,9803 King Street,,Fort McMurray,AB,T9H1L3,(780) 743-5800
1848,Westview School,407 Wolverine Drive,,Fort McMurray,AB,T9H4S6,(780) 791-3121
1853,Greely Road School,109 Greely Road,,Fort McMurray,AB,T9H4V4,(780) 791-7470
1854,Ecole Dickinsfield School,201 Dickins Drive,,Fort McMurray,AB,T9K1M9,(780) 791-6990
1855,Timberlea Public School,107 Brett Drive,,Fort McMurray,AB,T9K1V1,(780) 743-5771
1857,Westwood Community High School,221 Tundra Drive,,Fort McMurray,AB,T9H4Z7,(780) 791-1986
1858,Frank Spragins High School,190 Tamarack Way,,Fort McMurray,AB,T9K1A1,
1861,CAFA Playschool Family and Early Development Program,"18, 9228 - 144 Avenue",,Edmonton,AB,T5E6A9,(780) 473-7214
1864,Fort McMurray Christian School,107 Brett Drive,,Fort McMurray,AB,T9K1V1,(780) 743-1079
1866,Sister Mary Phillps Elementary School,177 Dickins Drive,,Fort McMurray,AB,T9K1M3,(780) 799-5720
1869,Athabasca University Learning Centre,10044 - 108 Street,,Edmonton,AB,T5J5E6,
1870,École Boréale,312 Abasand Drive,,Fort McMurray,AB,T9J1B2,(780) 791-0200
1871,Our Lady of the Rivers Catholic School,8553 Franklin Avenue,,Fort McMurray,AB,T9H2J5,(780) 799-5772
1872,Good Shepherd Community School,211 Beacon Hill Drive,,Fort McMurray,AB,T9H2R1,(780) 799-5763
1873,St. Paul's Elementary School,429 Ross Haven Drive,,Fort McMurray,AB,T9H3P3,(780) 799-5760
1885,Fr M Beauregard Education Community Centre,255 Athabasca Avenue,,Fort McMurray,AB,T9J1G7,(780) 799-5767
1890,St. Gabriel School,585 Signal Road,,Fort McMurray,AB,T9H4V3,(780) 799-5745
1894,St. Anne School,101 Brett Drive,,Fort McMurray,AB,T9K1V1,(780) 799-5752
1895,Keyano College,8115 Franklin Avenue,"
Box 73",Fort McMurray,AB,T9H2H7,(780) 791-4800
1898,Portage College Lac La Biche,P.O. Box 417,,Lac La Biche,AB,T0A2C0,(780) 623-5532
1899,Father Patrick Mercredi Community School,455 Silin Forest Road,,Fort McMurray,AB,T9H4V6,(780) 799-5725
1903,Distance Learning High School,1201 Main Street S.E.,,Slave Lake,AB,T0G2A3,(780) 849-8766
1904,École Sainte-Catherine,PO Box 1418,,Lac La Biche,AB,T0A2C0,(780) 623-8386
1906,River Valley School ECS,3127 Bowwood Drive N.W.,,Calgary,AB,T3B2E7,(403) 246-2275
1907,École des Fondateurs,4707 - 56 Street,,Camrose,AB,T4V2C4,(587) 769-0144
1909,Cochrane Valley Montessori School,6 - 205 1st Street East,,Cochrane,AB,T4C1X6,(403) 710-3885
1911,Nebula Academy,12023 - 81 Street,,Edmonton,AB,T5B2S9,(780) 761-0250
1912,Al-Mustafa Academy,7814 83 St,,Edmonton,AB,T6C2Y8,(587) 454-0260
1913,Horizon Heritage Arabic School,199 Queen Charlotte Way SE,,Calgary,AB,T2J4H9,(403) 826-4655
1919,Chiniki Community College,Box 640,,Morley,AB,T0L1N0,(403) 881-3709
1920,"Night Wind, Kihew House School",Box 309,,Rochester,AB,T0G1Z0,(780) 698-3970
1921,"Night Wind, Maskwa House School",Box 309,,Rochester,AB,T0G1Z0,(780) 698-3970
1922,Cochrane Valley Montessori School,6 - 205 1st Street East,,Cochrane,AB,T4C1X6,(403) 710-3885
1923,St. Joseph High School,"110, 2700 - 67 Street",,Red Deer,AB,T4P1C2,(403) 341-4423
1924,Constable Daniel Woodall School,315 Windermere Road,,Edmonton,AB,T6W0V9,(780) 944-2829
1925,Kim Hung School,1950 Glastonbury Blvd,,Edmonton,AB,T5T7E9,(587) 489-4718
1926,Dr. Lila Fahlman School,680 Allard Blvd SW,,Edmonton,AB,T6W2V5,(587) 489-4710
1927,Jan Reimer School,360 Orchard Boulevard SW,,Edmonton,AB,T6X1Y9,(587) 489-4716
1928,Svend Hansen School,2130 - 16 Avenue,,Edmonton,AB,T6T2C1,(587) 489-4724
1929,Shauna May Seneca School,2130 Wonnacott Way,,Edmonton,AB,T6X2H9,(587) 489-4722
1930,David Thomas King School,22707-97 Avenue,,Edmonton,AB,T5T7J2,(587) 489-4706
1931,Hilwie Hamdon School,13815 Cumberland Road,,Edmonton,AB,T6V1V3,(587) 489-4712
1933,Michael Phair School,9407 - 211 Street,,Edmonton,AB,T5T4R1,(587) 489-4720
1934,Dr. Margaret-Ann Armour School,3815 Allan Drive SW,,Edmonton,AB,T6W0S7,(587) 489-4704
1935,Roberta MacAdams School,2099 Blackmud Creek Drive SW,,Edmonton,AB,T6W1T7,(587) 489-4700
1936,Nellie Carlson School,4110 MacTaggart Drive NW,,Edmonton,AB,T6R0P7,(587) 489-4702
1937,St. David's United Church,c/o School of Hope,"
3303 Capitol Hill Crescent NW",Calgary,AB,T2M2R2,(403) 284-2276
1938,New Pine Creek Colony,Box 180,,Boyle,AB,T0A0M0,(780) 689-3647
1939,Aurora Academic Charter Middle School,12245 - 131 Street,,Edmonton,AB,T5L1M8,(780) 454-1855
1940,North Campus ABC Program,12122 68 Street NW,,Edmonton,AB,T5B1R1,(780) 461-5353
1943,West Campus ABC Program,12122 68 Street NW,,Edmonton,AB,T5B1R1,(780) 461-5353
1948,ABC Head Start Society  - Millwoods,12122 68 Street NW,,Edmonton,AB,T5B1R1,(780) 461-5353
1949,Pacekids Programs North,808 55 Avenue NE,,Calgary,AB,T2E6Y4,(403) 234-7876
1950,Donald R. Getty School,8102 Chapelle Way SW,,Edmonton,AB,T6W3L7,(587) 489-4708
1951,Ivor Dent School,11010 32 St. NW,,Edmonton,AB,T5W1Y7,(587) 489-4714
1952,Escuela Vista Grande,4747-53 street,,Red Deer,AB,T4N2E6,(403) 342-4434
1953,Wavy Lake Colony School,5402 48A Ave,,Camrose,AB,T4V0L3,(780) 672-6131
1955,St. Catherine Catholic School,12815 - 104A Street,,Grande Prairie,AB,T8W2N7,(780) 532-0010
1956,Glenmore Christian Academy Junior High,16520-24 Street SW,,Calgary,AB,T2Y4W2,(403) 254-9051
1957,Prescott Learning Centre,340 Pioneer Road,,Spruce Grove,AB,T7X0T1,(780) 571-8079
1959,École Sans-Frontières,4204-54e Avenue,,Lloydminster,AB,T9V2R6,(780) 875-0251
1960,Homeland Colony School,Bag 2,,Valleyview,AB,T0H3N0,(780) 837-8944
1961,Step By Step Early Intervention Program,6444 12 Street SE,,Calgary,AB,T2H2X2,(587) 893-7429
1962,Apple Tree Preschool,352-2335 - 162 Avenue SW,,Calgary,AB,T5J2N1,(403) 671-1922
1963,Kids at Play Preschool,"4038, 356 Cranston Rd. SE",,Calgary,AB,T3M0S9,(403) 671-1922
1964,Connect Society's Early Childhood Services - Calgary,10 Hillgrove Crescent S.W.,,Calgary,AB,T2V3K7,(403) 828-1937
1965,Children's Commons Ecological Society Nature Kindergarten,#301 1222 Kensington Close NW,,Calgary,AB,T2N3J7,(587) 576-8733
1966,Lois E. Hole Elementary School,120 Everitt Drive North,,St. Albert,AB,T8N7R6,(780) 460-0034
1967,Bishop David Motiuk Catholic Elementary/Junior High School,855 Lewis Greens Drive NW,,Edmonton,AB,T5T4B2,(780) 409-2603
1968,Father Michael Mireau Catholic Elementary/Junior High School,3010 Spence Wynd SW,,Edmonton,AB,T6X1M6,(780) 409-2602
1969,St. John XXIII School,365 Windermere Rd NW,,Edmonton,AB,T6W0V9,(780) 469-2451
1970,St. Brendan School,9260 - 58 St NW,,Edmonton,AB,T6B0X1,(780) 466-1281
1971,St. Thomas Aquinas School,420 Desrochers Boulevard SW,,Edmonton,AB,T6W3J4,(780) 409-2604
1972,Christ the King Catholic Elementary/Junior High School,180 McConachie Drive NW,,Edmonton,AB,T5Y0K9,(780) 409-2605
1973,Corpus Christi Catholic Elementary/Junior High School,460 Watt Boulevard SW,,Edmonton,AB,T6X1P9,(780) 409-2606
1974,St. Albert Public Schools Preschool,60 Sir Winston Churchill Ave,,St. Albert,AB,T8N0G4,(780) 460-3712
1975,Opokaa'sin Early Intervention Society,241 Stafford Drive North,,Lethbridge,AB,T1H2A5,(403) 380-2569
1976,CUPS Child Development Centre,1001 - 10th Avenue SW,,Calgary,AB,T2R0B7,(403) 390-3441
1977,Coopers Crossing School,1050 Coopers Drive SW,,Airdrie,AB,T4B0X6,(403) 945-4137
1978,H. Lorimer School,6 Kings Heights Drive SE,,Airdrie,AB,T4A0E6,(403) 945-4135
1979,St. Teresa Catholic Junior High Learning Centre,2-420 King Street,,Spruce Grove,AB,T7X2C6,(780) 960-0475
1980,Beacon Hill Elementary School,29 Brookstone Drive,,Sylvan Lake,AB,T4S0M1,(403) 887-8455
1981,Canadian Montessori School,1112 70 Avenue S.W.,,Calgary,AB,T2V0P6,(403) 862-8551
1982,North Point School - DSEPS,2445 23 Ave SW,,Calgary,AB,T2T0W3,(403) 744-5214
1983,E2 Academy,PO Box 21147,"
Terwillegar",Edmonton,AB,T6R2V4,(780) 438-0824
1984,Summit West Independent School,PO Box 276,"
Okotoks Station Main",Okotoks,AB,T1S1A5,(587) 885-2343
1985,Bear Canyon Hutterite Colony,"c/o Box 380, 4702 51 Street",,Grimshaw,AB,T0H1W0,(786) 835-9257
1986,École Claudette-et-Denis-Tardif,10 Hawkins Crescent,,Sherwood Park,AB,T8A3P2,(587) 745-0404
1987,Vastland School,Box 38,,Buffalo Head Prairie,AB,T0H4A0,(780) 926-6864
1989,Nelson Mandela High School,45 Saddletowne Cir NE,,Calgary,AB,T3J4W3,(403) 817-3500
1996,Livingstone Range School Division Virtual School,Box 1810,"
410 20 Street",Fort Macleod,AB,T0L0Z0,(403) 625-3356
1997,Goldspring Colony School,P.O. Box 158,,Warner,AB,T0K2L0,(587) 762-0193
1998,RancheView School,2 Sundown Road,,Cochrane,AB,T4C0X8,(403) 932-9811
1999,Chief Big Belly Middle School,9911 Chiila Blvd SW,,Tsuu T'ina,AB,T2W6H6,(403) 251-9555
2000,Palliser Beyond Borders at Calgary,Suite 120,"
2635 - 37 Avenue",Calgary,AB,T1Y5Z6,(403) 291-0584
2002,Parkland Composite High School,4630  12 Avenue,,Edson,AB,T7E1S7,(780) 723-6035
2004,Ecole Pine Grove School,4619 - 12 Avenue,,Edson,AB,T7E1S7,(780) 723-3992
2007,Evergreen School,5312 - 5 Avenue,,Edson,AB,T7E1S9,(780) 723-3908
2008,Grand Trunk High School,P.O. Box 339,,Evansburg,AB,T0E0T0,(780) 727-3925
2009,Evansview School,P.O. Box 321,,Evansburg,AB,T0E0T0,(780) 727-3623
2010,Fulham School,55425 HWY32,"
",Yellowhead County,AB,T7E3X6,(780) 693-2186
2011,Harry Collinge High School,158 Sunwapta Drive,,Hinton,AB,T7V1E9,(780) 865-3714
2012,Crescent Valley School,213 Tamarack Avenue,,Hinton,AB,T7V1T7,(780) 865-2569
2013,Ecole Mountain View School,141 MacLeod Avenue,,Hinton,AB,T7V1T6,(780) 865-2628
2015,Niton Central School,P.O. Box 10,,Niton Junction,AB,T0E1S0,(780) 795-3782
2018,Wildwood School,P.O. Box 210,,Wildwood,AB,T0E2M0,(780) 325-3858
2023,Westhaven Elementary School,1205 Westhaven Drive,,Edson,AB,T7E1S6,(780) 723-3397
2024,Vanier Community Catholic School,831 - 56 Street,,Edson,AB,T7E0A3,(780) 723-6612
2026,Grande Yellowhead Regional Division Home Schooling,3656 - 1 Avenue,,Edson,AB,T7E1S8,(780) 723-4471
2027,The Learning Connection - Edson,3656 - 1 Avenue,,Edson,AB,T7E1S8,(780) 723-4471
2028,The Learning Connection - Hinton,149 Athabasca Avenue,,Hinton,AB,T7V2A4,(780) 865-7291
2029,Buffalo Rubbing Stone School,1308 Panatella Blvd NW,,Calgary,AB,T3K0X2,(403) 817-3536
2030,Father Gerard Redmond Community Catholic School,174 Maligne Drive,,Hinton,AB,T7V1J4,(780) 865-2820
2031,Eric Harvie School,357 Tuscany Dr NW,,Calgary,AB,T3L3C9,(403) 817-3532
2032,Rocky Community Learning Centre,P.O. Box 2037,"
4934 50 Street",Rocky Mountain House,AB,T4T1B5,(403) 845-3276
2033,Silver Spring Colony School,5031 - 50 Street,"
Box 1720",Stettler,AB,T0C2L0,(403) 741-9342
2034,St. John Paul II Catholic School,9975 - 93 Avenue,,Fort Saskatchewan,AB,T8L1N5,(780) 992-0889
2035,Jasper Junior Senior High School,P.O. Box 1288,,Jasper,AB,T0E1E0,(780) 852-3316
2036,Jasper Elementary School,P.O. Box 1168,,Jasper,AB,T0E1E0,(780) 852-4447
2037,St. John XXIII Catholic School,9526 - 89 Street,,Fort Saskatchewan,AB,T8L2X7,(780) 998-7777
2038,Our Lady of The Angels Catholic School,9622 Sherridon Drive,,Fort Saskatchewan,AB,T8L1W7,(780) 998-3716
2039,Our Lady of Perpetual Help Catholic School,273 Fir Street,,Sherwood Park,AB,T8A2G7,(780) 467-5631
2040,Ecole Pere Kenneth Kearns Catholic School,8 Sandpiper Drive,,Sherwood Park,AB,T8A0B6,(780) 467-7135
2041,Archbishop Jordan Catholic High School,4001 Emerald Drive,,Sherwood Park,AB,T8H0P5,(780) 467-2121
2042,Grande Cache Community High School,P.O. Box 599,,Grande Cache,AB,T0E0Y0,(780) 827-3502
2043,Summitview School,P.O. Box 480,,Grande Cache,AB,T0E0Y0,(780) 827-3820
2044,Sheldon Coates Elementary School,P.O. Box 30,,Grande Cache,AB,T0E0Y0,(780) 827-4343
2045,St. Nicholas Catholic School,109 Georgian Way,,Sherwood Park,AB,T8A3K9,(780) 467-3633
2046,Madonna Catholic School,15 Main Blvd.,,Sherwood Park,AB,T8A3N3,(780) 467-7972
2047,St. Theresa Catholic School,2021 Brentwood Boulevard,,Sherwood Park,AB,T8A0X2,(780) 464-4001
2051,St. Luke Catholic School,22139 South Cooking Lake,,Sherwood Park,AB,T8E1G9,(780) 922-5920
2053,Holy Redeemer Catholic School,53117 R.R. 222,,Ardrossan,AB,T8E2M8,(780) 922-4522
2054,Dr. Roberta Bondar School,1580 Strathcona Dr SW,,Calgary,AB,T3H5B1,(403) 817-3564
2055,McKenzie Highlands School,25 McKenzie Towne Dr SE,,Calgary,AB,T2Z4B7,(403) 817-3544
2056,Hugh A. Bennett School,40 Saddlelake Way NE,,Calgary,AB,T3J0V1,(403) 817-3560
2057,Manning Community Adult Learning Centre,112 2nd Ave SW,"
Box 35",Manning,AB,T0H2M0,(780) 836-2664
2059,Father Leduc Catholic School,400 Sheppard Boulevard,,Leduc,AB,T9E1C1,(780) 986-0045
2060,École Mother d'Youville School,5330 Rue Parc,,Beaumont,AB,T4X1W4,(780) 929-0792
2061,Iron Ridge Intermediate Campus,101 Cottonwood Drive,,Blackfalds,AB,T4M0M4,(403) 885-6100
2062,St. Teresa of Calcutta School,235 Mildred Dobbs Blvd North,,Lethbridge,AB,T1H5R4,(587) 787-1490
2063,St. Francis of Assisi Academy,3156 Hwy 552 East,"
RR1",Foothills,AB,T1S4Z1,(587) 757-8702
2064,Youth Community Support Program,10230 - 111 Avenue,,Edmonton,AB,T5G0B7,(780) 439-3323
2065,West Haven Public School,325 West Haven Drive,,Leduc,AB,T9E1B6,(780) 986-5991
2066,Stettler Adult Learning Centre,5221-46 Street,,Stettler,AB,T0C2L0,(403) 742-6700
2067,William D. Pratt School,9850 Royal Oak Dr NW,,Calgary,AB,T3G0A4,(403) 817-3520
2068,Peter Lougheed School,148 Saddletree Close NE,,Calgary,AB,T3J5J1,(403) 817-3508
2069,Marshall Springs School,1100 Everridge Dr SW,,Calgary,AB,T2Y4X5,(403) 817-3528
2070,Dr. Martha Cohen School,116 Brightondale Pk SE,,Calgary,AB,T2Z0V1,(403) 817-3548
2071,Wheatland Crossing School,Box 99,,Standard,AB,T0J3G0,(403) 644-3791
2072,New Brighton School,30 New Brighton Dr SE,,Calgary,AB,T2Z4B2,(403) 817-3516
2073,Taber and District Community Adult Learning Association,"Box 20, Provincial Building","
5011-49 Avenue",Taber,AB,T1G1V9,(403) 223-1169
2074,Dave McNeilly Public School,431 Callen Drive,,Fort McMurray,AB,T9K0X8,(780) 799-5657
2075,Christina Gordon Public School,106 Parsons Creek Dr.,,Fort McMurray,AB,T9K0H6,
2076,Riverstone Public School,8901 Willow Drive,,Grande Prairie,AB,T8X0G8,(780) 532-1321
2077,Isabel Campbell Public School,7149 - 114 Street,,Grande Prairie,AB,T8W0G7,(780) 532-7247
2078,Whispering Ridge Community School,10320 149 Ave,,Grande Prairie,AB,T8X0S1,(587) 771-2180
2079,St. Gregory The Great Catholic School,105 Cottonwood Drive,,Blackfalds,AB,T4R0M4,(403) 885-1008
2080,Prince of Peace School,43 Auburn Meadows Blvd SE,,Calgary,AB,T3M2C9,(403) 500-2125
2081,Our Lady of the Rosary School,41 Cranston Gate SE,,Calgary,AB,T3M0W7,(403) 500-2126
2082,St. Marguerite School,1100 New Brighton Drive SE,,Calgary,AB,T2Z0W1,(403) 500-2127
2083,Our Lady of Grace School,736 Evanston Drive,,Calgary,AB,T3P0N7,(403) 500-2124
2084,Dr. George Stanley School,585 Cranston Dr SE,,Calgary,AB,T3M0J4,(403) 817-3556
2085,Auburn Bay School,7 Auburn Bay Ave SE,,Calgary,AB,T3M0K6,(403) 817-3540
2086,Copperfield School,54 Copperstone Rd SE,,Calgary,AB,T2Z0G7,(403) 817-3512
2087,West Ridge School,8903 Wentworth Ave SW,,Calgary,AB,T3H5N9,(403) 817-3552
2088,Kenneth D. Taylor School,30 Evanscove Cir NW,,Calgary,AB,T3P0A1,(403) 817-3504
2090,Meander River Community School,General Delivery,,Meander River,AB,T0H2P0,(780) 535-2260
2093,Rosewood Colony School,Box 117,,Provost,AB,T0B3S0,(780) 842-7175
2094,Creekside Campus ECS,200 Rivercrest Dr. SE,,Calgary,AB,T2C2X5,(403) 818-4128
2095,Yellowhead R.E.C. (Gr Cache),P.O. Box 3366,,Grande Cache,AB,T0E0Y0,(780) 827-4340
2103,Darwell School,P.O. Box 140,,Darwell,AB,T0E0L0,(780) 892-2478
2104,Mayerthorpe Junior Senior High School,P.O. Box 40,,Mayerthorpe,AB,T0E1N0,(780) 786-2624
2105,Onoway Junior Senior High School,P.O. Box 340,,Onoway,AB,T0E1V0,(780) 967-2271
2106,Rich Valley School,R.R. 1,,Gunn,AB,T0E1A0,(780) 967-5754
2107,Sangudo Community School,P.O. Box 419,,Sangudo,AB,T0E2A0,(780) 785-3431
2108,Hilltop High School,71 Sunset Boulevard,,Whitecourt,AB,T7S1N1,(780) 778-2446
2109,Whitecourt Central Elementary School,4807 - 53 Avenue,,Whitecourt,AB,T7S1N2,(780) 778-2136
2110,Onoway Elementary School,P.O. Box 399,,Onoway,AB,T0E1V0,(780) 967-5209
2112,Pat Hardy Primary School,35 Feero Drive,,Whitecourt,AB,T7S1M8,(780) 778-6266
2113,Elmer Elson Elementary School,P.O. Box 330,,Mayerthorpe,AB,T0E1N0,(780) 786-2268
2114,Grasmere School,P.O. Box 210,,Alberta Beach,AB,T0E0A0,(780) 924-3758
2115,Percy Baxter Middle School,101 Mink Creek Road,,Whitecourt,AB,T7S1S2,(780) 778-3898
2117,Learning From Play,20 Westwind Drive #125,,Spruce Grove,AB,T7X0Y5,(780) 571-0880
2123,Niitsitapi Learning Centre,3743 Dover Ridge Dr SW,,Calgary,AB,T2B2E1,(403) 817-3404
2124,Light of Christ Catholic School,Box 990,,Lac La Biche,AB,T0A2C0,(780) 623-3667
2125,École Michaëlle-Jean,10005 - 84 Street NW,,Edmonton,AB,T6A3P8,(587) 463-0257
2126,Silver Valley Colony School,Box 208,,Bonanza,AB,T0H0K0,(780) 532-8133
2131,Hutterian Brethren Church School of Murray Lake,918 - 2nd Avenue,,Dunmore,AB,T1B0K3,(403) 878-6743
2132,First Steps & Beyond Inc.,4910-59 Street,,Red Deer,AB,T4N2N1,(403) 347-0022
2135,Rochfort Bridge Colony School,Box 1080,,Mayerthorpe,AB,T0E1N0,(780) 778-2800
2136,SouthPointe School,11 SouthPointe Blvd,,Fort Saskatchewan,AB,T8L0T9,(780) 998-2747
2137,Jumbo Valley Hutterite Colony School,Box 730,,Fort Macleod,AB,T0L0Z0,(587) 800-1071
2138,Frog Lake Oskayak Outreach School,General Delivery,,Frog Lake,AB,T0A1M0,(780) 943-2586
2142,Dr. Ken Sauer School,20 Terrace Dr NE,,Medicine Hat,AB,T1C1Z8,(403) 528-6577
2143,Don Campbell Elementary School,99 Irving Crescent,,Red Deer,Al,T4R3S3,(403) 346-2611
2144,Coalbanks Elementary School,230 Coalbanks Boulevard West,,Lethbridge,AB,T1J4V4,(403) 394-9076
2145,Manmeet Singh Bhullar School,1027 Martindale Blvd NE,,Calgary,AB,T3J4Z1,(403) 817-3568
2146,Ron Southern School,483 Silverado Blvd SW,,Calgary,AB,T2X2E2,(403) 817-3576
2147,Griffith Woods School,7652  26 Ave SW,,Calgary,AB,T3H3X2,(403) 817-3572
2148,Roy Bickell Public School,10410 Royal Oaks Drive,,Grande Prairie,AB,T8V8L6,(780) 830-3286
2149,École du Nouveau-Monde,220 Scenic Acres Drive NW,,Calgary,AB,T3L0E7,(403) 910-3851
2150,École Champs Vallée School,6002 - 30 Avenue,,Beaumont,AB,T4X2C2,(780) 929-8888
2151,Windsong Heights School,3030 Windsong Blvd SW,,Airdrie,AB,T4B0Y3,(403) 945-4149
